,Bid,Ask,Open Int,time to maturity (years),log_moneyness,strike,Mid
8747,4.1,4.5,672,0.20273972602739726,-0.2991896793032607,2025,4.3
8749,4.4,4.8,666,0.20273972602739726,-0.2869195867114464,2050,4.6
8751,4.8,5.2,692,0.20273972602739726,-0.2747982261791016,2075,5.0
8753,5.2,5.6,1322,0.20273972602739726,-0.26282203513238594,2100,5.4
8755,5.6,6.1,973,0.20273972602739726,-0.25098757748538303,2125,5.85
8757,6.1,6.6,1417,0.20273972602739726,-0.23929153772219178,2150,6.35
8759,6.7,7.2,670,0.20273972602739726,-0.22773071532111583,2175,6.95
8761,7.3,7.8,5380,0.20273972602739726,-0.21630201949749311,2200,7.55
8763,8.0,8.4,3026,0.20273972602739726,-0.20500246424355964,2225,8.2
8765,8.7,9.2,3002,0.20273972602739726,-0.19382916364543445,2250,8.95
8767,9.5,10.0,711,0.20273972602739726,-0.1827793274588495,2275,9.75
8769,10.4,10.9,3926,0.20273972602739726,-0.17185025692665928,2300,10.65
8771,11.4,11.9,3178,0.20273972602739726,-0.16103934082244356,2325,11.65
8773,12.5,13.0,4792,0.20273972602739726,-0.15034405170569562,2350,12.75
8775,13.0,13.5,303,0.20273972602739726,-0.14609776082424458,2360,13.25
8777,13.5,14.0,929,0.20273972602739726,-0.1418694247147234,2370,13.75
8779,13.7,14.3,3978,0.20273972602739726,-0.13976194237515874,2375,14.0
8781,14.0,14.5,216,0.20273972602739726,-0.13765889217837995,2380,14.25
8783,14.5,15.1,163,0.20273972602739726,-0.13346601391834392,2390,14.8
8785,15.1,15.7,5994,0.20273972602739726,-0.12929064250786335,2400,15.399999999999999
8787,15.7,16.3,2671,0.20273972602739726,-0.1251326323591996,2410,16.0
8789,16.3,16.9,891,0.20273972602739726,-0.12099183969316826,2420,16.6
8791,16.6,17.2,897,0.20273972602739726,-0.11892785547231668,2425,16.9
8793,17.0,17.6,295,0.20273972602739726,-0.11686812250930614,2430,17.3
8795,17.7,18.3,244,0.20273972602739726,-0.11276134055665267,2440,18.0
8797,18.4,19.0,8177,0.20273972602739726,-0.10867135530512761,2450,18.7
8799,19.2,19.8,2073,0.20273972602739726,-0.10459802991749173,2460,19.5
8801,19.9,20.5,43,0.20273972602739726,-0.1005412292218774,2470,20.2
8803,20.4,21.0,1565,0.20273972602739726,-0.09851898384110964,2475,20.7
8805,20.8,21.4,373,0.20273972602739726,-0.09650081968487237,2480,21.1
8807,21.7,22.3,231,0.20273972602739726,-0.09247666938514698,2490,22.0
8809,22.6,23.2,8781,0.20273972602739726,-0.0884686479876081,2500,22.9
8811,23.5,24.2,203,0.20273972602739726,-0.08447662671807071,2510,23.85
8813,24.5,25.2,232,0.20273972602739726,-0.08050047833843124,2520,24.85
8815,25.1,25.8,7090,0.20273972602739726,-0.07851831713444006,2525,25.450000000000003
8817,25.6,26.3,265,0.20273972602739726,-0.07654007712233438,2530,25.950000000000003
8819,26.8,27.4,1631,0.20273972602739726,-0.07259529883131796,2540,27.1
8821,28.0,28.6,5077,0.20273972602739726,-0.06866602069142846,2550,28.3
8823,29.1,29.8,1127,0.20273972602739726,-0.06475212137029207,2560,29.450000000000003
8825,30.5,31.2,501,0.20273972602739726,-0.06085348095463481,2570,30.85
8827,31.2,31.9,10786,0.20273972602739726,-0.0589098457460638,2575,31.549999999999997
8829,31.9,32.7,169,0.20273972602739726,-0.05696998092823712,2580,32.3
8831,33.4,34.1,232,0.20273972602739726,-0.05310150415031686,2590,33.75
8833,35.0,35.7,4566,0.20273972602739726,-0.04924793483432682,2600,35.35
8835,36.7,37.4,164,0.20273972602739726,-0.0454091585271612,2610,37.05
8837,38.4,39.2,594,0.20273972602739726,-0.0415850620887577,2620,38.8
8839,39.4,40.1,1423,0.20273972602739726,-0.039678483818176145,2625,39.75
8841,40.2,40.9,188,0.20273972602739726,-0.03777553367209006,2630,40.55
8843,42.3,43.1,862,0.20273972602739726,-0.03398046270353839,2640,42.7
8845,44.4,45.3,6948,0.20273972602739726,-0.030199739863632405,2650,44.849999999999994
8847,46.7,47.5,1598,0.20273972602739726,-0.026433257068155483,2660,47.1
8849,49.1,49.9,284,0.20273972602739726,-0.022680907449605086,2670,49.5
8851,50.4,51.2,3326,0.20273972602739726,-0.020809999513793403,2675,50.8
8853,51.6,52.5,146,0.20273972602739726,-0.01894258533899788,2680,52.05
8855,54.3,55.2,127,0.20273972602739726,-0.015218186248015509,2690,54.75
8857,57.3,58.2,1526,0.20273972602739726,-0.011507606851479802,2700,57.75
8859,60.4,61.4,221,0.20273972602739726,-0.007810744970153717,2710,60.9
8861,63.7,64.7,280,0.20273972602739726,-0.004127499553857244,2720,64.2
8863,65.4,66.4,2260,0.20273972602739726,-0.0022909517465558244,2725,65.9
8865,67.3,68.3,128,0.20273972602739726,-0.00045777066489488533,2730,67.8
8867,71.0,72.1,351,0.20273972602739726,0.003198540538215551,2740,71.55
8869,75.1,76.2,3800,0.20273972602739726,0.006841531816716784,2750,75.65
8871,79.4,80.6,152,0.20273972602739726,0.010471299867295437,2760,80.0
8873,84.1,85.3,155,0.20273972602739726,0.01408794033748388,2770,84.69999999999999
8875,86.6,87.9,783,0.20273972602739726,0.01589136733663466,2775,87.25
8877,89.2,90.4,65,0.20273972602739726,0.01769154784078239,2780,89.80000000000001
8879,94.3,95.7,42,0.20273972602739726,0.021282215971511115,2790,95.0
8881,100.0,101.4,776,0.20273972602739726,0.02486003731939504,2800,100.7
8883,106.0,107.5,284,0.20273972602739726,0.028425103483891143,2810,106.75
8885,112.3,113.9,1542,0.20273972602739726,0.03197750508825891,2820,113.1
8887,115.5,117.2,895,0.20273972602739726,0.033748984736641036,2825,116.35
8889,118.9,120.7,169,0.20273972602739726,0.03551733179338311,2830,119.80000000000001
8891,125.9,127.7,180,0.20273972602739726,0.03904467231135147,2840,126.80000000000001
8893,133.2,135.1,3326,0.20273972602739726,0.0425596144187959,2850,134.14999999999998
8895,140.9,142.9,84,0.20273972602739726,0.04606224496999791,2860,141.9
8897,148.6,150.7,193,0.20273972602739726,0.049552649909766586,2870,149.64999999999998
8899,156.8,159.0,130,0.20273972602739726,0.05303091428609136,2880,157.9
8901,165.1,167.4,67,0.20273972602739726,0.05649712226257753,2890,166.25
8903,173.5,175.8,66,0.20273972602739726,0.05995135713066503,2900,174.65
8905,182.2,184.6,83,0.20273972602739726,0.06339370132163799,2910,183.39999999999998
8907,218.4,220.9,48,0.20273972602739726,0.0770457904899653,2950,219.65
8909,241.8,244.4,4,0.20273972602739726,0.0854846591358299,2975,243.10000000000002
8911,265.6,268.3,0,0.20273972602739726,0.09385290880634647,3000,266.95000000000005
8913,283.9,301.1,0,0.20273972602739726,0.10215171162104154,3025,292.5
8915,308.4,325.9,0,0.20273972602739726,0.11038221075755698,3050,317.15
8917,332.9,349.9,0,0.20273972602739726,0.1185455213967179,3075,341.4
8919,357.3,374.8,0,0.20273972602739726,0.12664273162933723,3100,366.05
8921,382.2,398.8,0,0.20273972602739726,0.13467490332660167,3125,390.5
8923,406.7,424.6,0,0.20273972602739726,0.14264307297577852,3150,415.65
8925,456.1,473.3,0,0.20273972602739726,0.15839142994391764,3200,464.70000000000005
8927,555.3,573.1,0,0.20273972602739726,0.1891630886106714,3300,564.2
8929,654.8,672.5,0,0.20273972602739726,0.21901605176035246,3400,663.65
8933,0.1,0.45,0,0.25205479452054796,-0.9094492000574385,1100,0.275
8937,0.25,0.6,2,0.25205479452054796,-0.8224378230678087,1200,0.425
8941,0.45,0.8,0,0.25205479452054796,-0.7423951153942722,1300,0.625
8945,0.7,1.05,171,0.25205479452054796,-0.6682871432405503,1400,0.875
8949,0.75,1.1,0,0.25205479452054796,-0.6505875661411494,1425,0.925
8953,0.85,1.2,0,0.25205479452054796,-0.6331958234292803,1450,1.025
8957,0.95,1.3,0,0.25205479452054796,-0.61610139006998,1475,1.125
8961,1.0,1.35,94,0.25205479452054796,-0.5992942717535988,1500,1.175
8965,1.1,1.45,7,0.25205479452054796,-0.5827649698023883,1525,1.275
8969,1.2,1.55,0,0.25205479452054796,-0.566504448930608,1550,1.375
8973,1.3,1.65,7,0.25205479452054796,-0.5505041075841668,1575,1.475
8977,1.4,1.75,0,0.25205479452054796,-0.5347557506160276,1600,1.575
8981,1.55,1.9,410,0.25205479452054796,-0.5192515640800625,1625,1.725
8985,1.65,2.0,32,0.25205479452054796,-0.5039840919492738,1650,1.825
8989,1.8,2.15,33,0.25205479452054796,-0.4889462145847334,1675,1.975
8993,1.9,2.25,36,0.25205479452054796,-0.47413112879959285,1700,2.075
8997,2.1,2.4,31,0.25205479452054796,-0.4595323293784402,1725,2.25
9001,2.25,2.6,34,0.25205479452054796,-0.44514359192634045,1750,2.425
9005,2.45,2.75,32,0.25205479452054796,-0.4309589569343841,1775,2.6
9009,2.65,2.95,19,0.25205479452054796,-0.4169727149596442,1800,2.8
9013,2.7,3.1,0,0.25205479452054796,-0.4114325345840288,1810,2.9000000000000004
9017,2.8,3.2,0,0.25205479452054796,-0.40592287877305927,1820,3.0
9021,2.85,3.2,130,0.25205479452054796,-0.40317939282730847,1825,3.0250000000000004
9025,2.9,3.3,0,0.25205479452054796,-0.4004434130084336,1830,3.0999999999999996
9029,3.0,3.3,0,0.25205479452054796,-0.394993808240869,1840,3.15
9033,3.1,3.4,0,0.25205479452054796,-0.38957374077152973,1850,3.25
9037,3.2,3.5,0,0.25205479452054796,-0.38418289213665335,1860,3.35
9041,3.3,3.6,0,0.25205479452054796,-0.3788209489952679,1870,3.45
9045,3.3,3.7,364,0.25205479452054796,-0.3761507204393891,1875,3.5
9049,3.4,3.7,0,0.25205479452054796,-0.3734876030199054,1880,3.55
9053,3.5,3.9,0,0.25205479452054796,-0.36818255079021217,1890,3.7
9057,3.6,4.0,365,0.25205479452054796,-0.3629054936893685,1900,3.8
9061,3.7,4.1,0,0.25205479452054796,-0.3576561378032247,1910,3.9
9065,3.8,4.2,0,0.25205479452054796,-0.3524341938220731,1920,4.0
9069,3.9,4.3,211,0.25205479452054796,-0.34983341212201574,1925,4.1
9073,4.0,4.3,0,0.25205479452054796,-0.347239376944969,1930,4.15
9077,4.1,4.5,0,0.25205479452054796,-0.3420714067865265,1940,4.3
9081,4.2,4.6,4,0.25205479452054796,-0.3369300072861077,1950,4.4
9085,4.4,4.8,0,0.25205479452054796,-0.3318149066193374,1960,4.6
9089,4.5,4.9,0,0.25205479452054796,-0.32672583711186604,1970,4.7
9093,4.6,5.0,39,0.25205479452054796,-0.32419098150867803,1975,4.8
9097,4.7,5.1,0,0.25205479452054796,-0.3216625351553194,1980,4.9
9101,4.8,5.2,0,0.25205479452054796,-0.31662474112536215,1990,5.0
9105,5.0,5.4,31,0.25205479452054796,-0.31161219930181794,2000,5.2
9109,5.1,5.6,0,0.25205479452054796,-0.3066246577907788,2010,5.35
9113,5.3,5.7,0,0.25205479452054796,-0.3016618684486499,2020,5.5
9117,5.4,5.8,44,0.25205479452054796,-0.2991896793032607,2025,5.6
9121,5.5,5.9,0,0.25205479452054796,-0.2967235868080672,2030,5.7
9125,5.7,6.1,0,0.25205479452054796,-0.29180957200563823,2040,5.9
9129,5.9,6.3,260,0.25205479452054796,-0.2869195867114464,2050,6.1
9133,6.1,6.5,40,0.25205479452054796,-0.28205339706027355,2060,6.3
9137,6.3,6.8,118,0.25205479452054796,-0.2772107725844855,2070,6.55
9141,6.4,6.9,378,0.25205479452054796,-0.2747982261791016,2075,6.65
9145,6.5,7.0,104,0.25205479452054796,-0.27239148614853664,2080,6.75
9149,6.7,7.2,5,0.25205479452054796,-0.26759531388504354,2090,6.95
9153,6.9,7.4,228,0.25205479452054796,-0.26282203513238594,2100,7.15
9157,7.2,7.7,0,0.25205479452054796,-0.25807143237378805,2110,7.45
9161,7.4,7.9,37,0.25205479452054796,-0.2533432911778422,2120,7.65
9165,7.6,8.1,358,0.25205479452054796,-0.25098757748538303,2125,7.85
9169,7.7,8.2,55,0.25205479452054796,-0.24863740014042945,2130,7.949999999999999
9173,8.0,8.5,0,0.25205479452054796,-0.24395355082800316,2140,8.25
9177,8.2,8.7,38,0.25205479452054796,-0.23929153772219178,2150,8.45
9181,8.5,9.0,175,0.25205479452054796,-0.23465115816568966,2160,8.75
9185,8.8,9.3,2,0.25205479452054796,-0.23003221230939502,2170,9.05
9189,9.0,9.5,96,0.25205479452054796,-0.22773071532111583,2175,9.25
9193,9.1,9.6,39,0.25205479452054796,-0.22543450306076562,2180,9.35
9197,9.5,10.0,0,0.25205479452054796,-0.22085783603335377,2190,9.75
9201,9.8,10.3,826,0.25205479452054796,-0.21630201949749311,2200,10.05
9205,10.1,10.6,0,0.25205479452054796,-0.21176686433210176,2210,10.35
9209,10.5,11.0,0,0.25205479452054796,-0.2072521839775752,2220,10.75
9213,10.7,11.2,48,0.25205479452054796,-0.20500246424355964,2225,10.95
9217,10.9,11.4,10,0.25205479452054796,-0.20275779438973582,2230,11.15
9221,11.3,11.8,10,0.25205479452054796,-0.1982835139948148,2240,11.55
9225,11.7,12.2,196,0.25205479452054796,-0.19382916364543445,2250,11.95
9229,12.1,12.6,70,0.25205479452054796,-0.18939456657756878,2260,12.35
9233,12.5,13.0,10,0.25205479452054796,-0.1849795483684519,2270,12.75
9237,12.7,13.3,38,0.25205479452054796,-0.1827793274588495,2275,13.0
9241,13.0,13.5,10,0.25205479452054796,-0.18058393689541388,2280,13.25
9245,13.4,14.0,76,0.25205479452054796,-0.17620756229561493,2290,13.7
9249,13.9,14.5,1309,0.25205479452054796,-0.17185025692665928,2300,14.2
9253,14.4,15.0,693,0.25205479452054796,-0.16751185532806104,2310,14.7
9257,15.0,15.5,10,0.25205479452054796,-0.1631921941835447,2320,15.25
9261,15.2,15.8,128,0.25205479452054796,-0.16103934082244356,2325,15.5
9265,15.5,16.1,0,0.25205479452054796,-0.15889111228415403,2330,15.8
9269,16.1,16.6,62,0.25205479452054796,-0.15460845049215322,2340,16.35
9273,16.7,17.2,144,0.25205479452054796,-0.15034405170569562,2350,16.95
9277,17.3,17.9,60,0.25205479452054796,-0.14609776082424458,2360,17.6
9281,17.9,18.5,0,0.25205479452054796,-0.1418694247147234,2370,18.2
9285,18.3,18.8,1,0.25205479452054796,-0.13976194237515874,2375,18.55
9289,18.6,19.2,0,0.25205479452054796,-0.13765889217837995,2380,18.9
9293,19.3,19.9,1,0.25205479452054796,-0.13346601391834392,2390,19.6
9297,20.0,20.6,133,0.25205479452054796,-0.12929064250786335,2400,20.3
9301,20.8,21.4,0,0.25205479452054796,-0.1251326323591996,2410,21.1
9305,21.6,22.2,1,0.25205479452054796,-0.12099183969316826,2420,21.9
9309,22.0,22.6,117,0.25205479452054796,-0.11892785547231668,2425,22.3
9313,22.4,23.0,1,0.25205479452054796,-0.11686812250930614,2430,22.7
9317,23.3,23.9,1,0.25205479452054796,-0.11276134055665267,2440,23.6
9321,24.2,24.8,17,0.25205479452054796,-0.10867135530512761,2450,24.5
9325,25.1,25.7,0,0.25205479452054796,-0.10459802991749173,2460,25.4
9329,26.1,26.7,0,0.25205479452054796,-0.1005412292218774,2470,26.4
9333,26.6,27.2,12,0.25205479452054796,-0.09851898384110964,2475,26.9
9337,27.1,27.8,16,0.25205479452054796,-0.09650081968487237,2480,27.450000000000003
9341,28.2,28.8,8,0.25205479452054796,-0.09247666938514698,2490,28.5
9345,29.3,30.0,296,0.25205479452054796,-0.0884686479876081,2500,29.65
9349,30.5,31.2,1,0.25205479452054796,-0.08447662671807071,2510,30.85
9353,31.6,32.3,35,0.25205479452054796,-0.08050047833843124,2520,31.95
9357,32.3,33.0,66,0.25205479452054796,-0.07851831713444006,2525,32.65
9361,33.0,33.7,51,0.25205479452054796,-0.07654007712233438,2530,33.35
9365,34.3,35.1,20,0.25205479452054796,-0.07259529883131796,2540,34.7
9369,35.7,36.4,643,0.25205479452054796,-0.06866602069142846,2550,36.05
9373,37.2,37.9,26,0.25205479452054796,-0.06475212137029207,2560,37.55
9377,38.7,39.5,696,0.25205479452054796,-0.06085348095463481,2570,39.1
9381,39.5,40.3,229,0.25205479452054796,-0.0589098457460638,2575,39.9
9385,40.4,41.1,710,0.25205479452054796,-0.05696998092823712,2580,40.75
9389,42.1,42.9,5,0.25205479452054796,-0.05310150415031686,2590,42.5
9393,43.8,44.6,1586,0.25205479452054796,-0.04924793483432682,2600,44.2
9397,45.7,46.5,13,0.25205479452054796,-0.0454091585271612,2610,46.1
9401,47.7,48.5,23,0.25205479452054796,-0.0415850620887577,2620,48.1
9405,48.7,49.5,26,0.25205479452054796,-0.039678483818176145,2625,49.1
9409,49.8,50.6,2,0.25205479452054796,-0.03777553367209006,2630,50.2
9413,52.0,52.8,3,0.25205479452054796,-0.03398046270353839,2640,52.4
9417,54.3,55.1,69,0.25205479452054796,-0.030199739863632405,2650,54.7
9421,56.7,57.6,8,0.25205479452054796,-0.026433257068155483,2660,57.150000000000006
9425,59.3,60.2,0,0.25205479452054796,-0.022680907449605086,2670,59.75
9429,60.6,61.5,28,0.25205479452054796,-0.020809999513793403,2675,61.05
9433,61.9,62.8,0,0.25205479452054796,-0.01894258533899788,2680,62.349999999999994
9437,64.8,65.7,103,0.25205479452054796,-0.015218186248015509,2690,65.25
9441,67.9,68.8,19,0.25205479452054796,-0.011507606851479802,2700,68.35
9445,71.0,72.0,0,0.25205479452054796,-0.007810744970153717,2710,71.5
9449,74.3,75.3,0,0.25205479452054796,-0.004127499553857244,2720,74.8
9453,76.1,77.1,22,0.25205479452054796,-0.0022909517465558244,2725,76.6
9457,77.9,79.0,0,0.25205479452054796,-0.00045777066489488533,2730,78.45
9461,81.6,82.7,4,0.25205479452054796,0.003198540538215551,2740,82.15
9465,85.8,86.8,89,0.25205479452054796,0.006841531816716784,2750,86.3
9469,90.0,91.1,1,0.25205479452054796,0.010471299867295437,2760,90.55
9473,94.3,95.5,1,0.25205479452054796,0.01408794033748388,2770,94.9
9477,96.8,97.9,41,0.25205479452054796,0.01589136733663466,2775,97.35
9481,99.0,100.3,0,0.25205479452054796,0.01769154784078239,2780,99.65
9485,104.2,105.4,0,0.25205479452054796,0.021282215971511115,2790,104.80000000000001
9489,109.5,110.8,11,0.25205479452054796,0.02486003731939504,2800,110.15
9493,114.9,116.4,3,0.25205479452054796,0.028425103483891143,2810,115.65
9497,120.9,122.4,1,0.25205479452054796,0.03197750508825891,2820,121.65
9501,124.0,125.5,59,0.25205479452054796,0.033748984736641036,2825,124.75
9505,127.2,128.8,0,0.25205479452054796,0.03551733179338311,2830,128.0
9509,133.7,135.4,0,0.25205479452054796,0.03904467231135147,2840,134.55
9513,140.3,142.1,20,0.25205479452054796,0.0425596144187959,2850,141.2
9517,147.5,149.3,0,0.25205479452054796,0.04606224496999791,2860,148.4
9521,155.0,156.9,2,0.25205479452054796,0.049552649909766586,2870,155.95
9525,158.6,160.6,7,0.25205479452054796,0.05129329438755048,2875,159.6
9529,162.4,164.4,3,0.25205479452054796,0.05303091428609136,2880,163.4
9533,170.4,172.5,0,0.25205479452054796,0.05649712226257753,2890,171.45
9537,178.4,180.5,2,0.25205479452054796,0.05995135713066503,2900,179.45
9541,186.8,189.0,0,0.25205479452054796,0.06339370132163799,2910,187.9
9545,195.2,197.4,0,0.25205479452054796,0.06682423641842718,2920,196.3
9549,199.4,201.7,0,0.25205479452054796,0.06853510082205669,2925,200.55
9553,203.8,206.1,0,0.25205479452054796,0.07024304316721268,2930,204.95
9557,212.7,215.1,0,0.25205479452054796,0.07365020148882694,2940,213.89999999999998
9561,221.5,223.9,0,0.25205479452054796,0.0770457904899653,2950,222.7
9565,230.6,233.0,0,0.25205479452054796,0.08042988847420579,2960,231.8
9569,239.5,242.0,0,0.25205479452054796,0.08380257295284499,2970,240.75
9573,244.3,246.8,0,0.25205479452054796,0.0854846591358299,2975,245.55
9577,249.1,251.6,0,0.25205479452054796,0.08716392065554977,2980,250.35
9581,258.3,260.8,0,0.25205479452054796,0.0905140075408319,2990,259.55
9585,267.7,270.3,0,0.25205479452054796,0.09385290880634647,3000,269.0
9589,277.1,279.7,0,0.25205479452054796,0.09718069889902109,3010,278.4
9593,286.7,289.3,0,0.25205479452054796,0.10049745152501495,3020,288.0
9597,291.5,294.1,0,0.25205479452054796,0.10215171162104154,3025,292.8
9601,296.3,298.9,0,0.25205479452054796,0.1038032396595146,3030,297.6
9605,300.5,316.8,0,0.25205479452054796,0.10709813555636712,3040,308.65
9609,315.2,327.2,1,0.25205479452054796,0.11038221075755698,3050,321.2
9613,319.6,336.2,0,0.25205479452054796,0.11365553610252609,3060,327.9
9617,330.1,342.2,0,0.25205479452054796,0.11691818173734261,3070,336.15
9621,334.2,351.5,0,0.25205479452054796,0.1185455213967179,3075,342.85
9625,340.6,352.7,0,0.25205479452054796,0.12017021712371988,3080,346.65
9629,354.2,365.6,0,0.25205479452054796,0.12341171104789082,3090,359.9
9633,358.7,375.9,0,0.25205479452054796,0.12664273162933723,3100,367.29999999999995
9637,384.0,396.1,0,0.25205479452054796,0.13467490332660167,3125,390.05
9641,413.3,424.6,0,0.25205479452054796,0.14264307297577852,3150,418.95000000000005
9645,433.4,445.5,0,0.25205479452054796,0.15054825248289178,3175,439.45
9649,457.3,474.5,0,0.25205479452054796,0.15839142994391764,3200,465.9
9653,506.7,524.0,0,0.25205479452054796,0.17389561647988283,3250,515.35
9657,557.1,569.2,0,0.25205479452054796,0.1891630886106714,3300,563.1500000000001
9661,657.0,669.1,0,0.25205479452054796,0.21901605176035246,3400,663.05
9665,756.3,768.4,0,0.25205479452054796,0.24800358863360483,3500,762.3499999999999
9669,854.7,871.6,0,0.25205479452054796,0.27617446560030107,3600,863.1500000000001
9673,0.3,0.7,190,0.2876712328767123,-0.8224378230678087,1200,0.5
9675,0.55,0.95,330,0.2876712328767123,-0.7423951153942722,1300,0.75
9677,0.8,1.2,2259,0.2876712328767123,-0.6682871432405503,1400,1.0
9679,1.15,1.55,834,0.2876712328767123,-0.5992942717535988,1500,1.35
9681,1.65,2.0,3390,0.2876712328767123,-0.5347557506160276,1600,1.825
9683,1.95,2.3,2471,0.2876712328767123,-0.5039840919492738,1650,2.125
9685,2.25,2.65,3519,0.2876712328767123,-0.47413112879959285,1700,2.45
9687,2.65,3.1,330,0.2876712328767123,-0.44514359192634045,1750,2.875
9689,3.1,3.6,397,0.2876712328767123,-0.4169727149596442,1800,3.35
9691,3.7,4.1,212,0.2876712328767123,-0.38957374077152973,1850,3.9
9693,4.3,4.8,375,0.2876712328767123,-0.3629054936893685,1900,4.55
9695,5.1,5.6,48,0.2876712328767123,-0.3369300072861077,1950,5.35
9697,5.5,6.0,240,0.2876712328767123,-0.32419098150867803,1975,5.75
9699,6.0,6.5,3525,0.2876712328767123,-0.31161219930181794,2000,6.25
9701,6.5,7.0,728,0.2876712328767123,-0.2991896793032607,2025,6.75
9703,7.1,7.6,963,0.2876712328767123,-0.2869195867114464,2050,7.35
9705,7.7,8.2,910,0.2876712328767123,-0.2747982261791016,2075,7.949999999999999
9707,8.4,8.9,2092,0.2876712328767123,-0.26282203513238594,2100,8.65
9709,9.1,9.6,3909,0.2876712328767123,-0.25098757748538303,2125,9.35
9711,9.9,10.4,1231,0.2876712328767123,-0.23929153772219178,2150,10.15
9713,10.8,11.3,207,0.2876712328767123,-0.22773071532111583,2175,11.05
9715,11.8,12.3,2381,0.2876712328767123,-0.21630201949749311,2200,12.05
9717,12.8,13.4,1147,0.2876712328767123,-0.20500246424355964,2225,13.100000000000001
9719,13.9,14.5,3120,0.2876712328767123,-0.19382916364543445,2250,14.2
9721,15.2,15.7,223,0.2876712328767123,-0.1827793274588495,2275,15.45
9723,16.6,17.1,4878,0.2876712328767123,-0.17185025692665928,2300,16.85
9725,18.1,18.7,674,0.2876712328767123,-0.16103934082244356,2325,18.4
9727,19.7,20.3,2956,0.2876712328767123,-0.15034405170569562,2350,20.0
9729,21.5,22.1,1154,0.2876712328767123,-0.13976194237515874,2375,21.8
9731,23.5,24.2,6528,0.2876712328767123,-0.12929064250786335,2400,23.85
9733,25.7,26.3,1071,0.2876712328767123,-0.11892785547231668,2425,26.0
9735,28.1,28.8,1585,0.2876712328767123,-0.10867135530512761,2450,28.450000000000003
9737,30.7,31.4,2868,0.2876712328767123,-0.09851898384110964,2475,31.049999999999997
9739,33.6,34.3,6551,0.2876712328767123,-0.0884686479876081,2500,33.95
9741,36.9,37.7,5217,0.2876712328767123,-0.07851831713444006,2525,37.3
9743,40.6,41.4,2733,0.2876712328767123,-0.06866602069142846,2550,41.0
9745,44.6,45.4,3304,0.2876712328767123,-0.0589098457460638,2575,45.0
9747,49.1,49.9,1358,0.2876712328767123,-0.04924793483432682,2600,49.5
9749,54.2,55.1,259,0.2876712328767123,-0.039678483818176145,2625,54.650000000000006
9751,60.1,60.9,8202,0.2876712328767123,-0.030199739863632405,2650,60.5
9753,66.4,67.3,1767,0.2876712328767123,-0.020809999513793403,2675,66.85
9755,73.7,74.7,4356,0.2876712328767123,-0.011507606851479802,2700,74.2
9757,81.9,83.0,1926,0.2876712328767123,-0.0022909517465558244,2725,82.45
9759,91.4,92.5,1621,0.2876712328767123,0.006841531816716784,2750,91.95
9761,102.2,103.5,268,0.2876712328767123,0.01589136733663466,2775,102.85
9763,114.5,115.9,668,0.2876712328767123,0.02486003731939504,2800,115.2
9765,128.5,130.1,991,0.2876712328767123,0.033748984736641036,2825,129.3
9767,144.3,146.1,832,0.2876712328767123,0.0425596144187959,2850,145.2
9769,161.8,163.7,150,0.2876712328767123,0.05129329438755048,2875,162.75
9771,180.9,183.0,30,0.2876712328767123,0.05995135713066503,2900,181.95
9773,222.8,225.2,0,0.2876712328767123,0.0770457904899653,2950,224.0
9775,245.2,247.6,0,0.2876712328767123,0.0854846591358299,2975,246.39999999999998
9777,268.2,270.7,0,0.2876712328767123,0.09385290880634647,3000,269.45
9779,291.6,294.2,0,0.2876712328767123,0.10215171162104154,3025,292.9
9781,315.5,318.1,0,0.2876712328767123,0.11038221075755698,3050,316.8
9783,339.2,351.3,1,0.2876712328767123,0.1185455213967179,3075,345.25
9785,363.5,375.6,1,0.2876712328767123,0.12664273162933723,3100,369.55
9787,408.5,420.6,0,0.2876712328767123,0.14264307297577852,3150,414.55
9789,461.8,473.9,0,0.2876712328767123,0.15839142994391764,3200,467.85
9791,556.7,568.8,0,0.2876712328767123,0.1891630886106714,3300,562.75
9793,655.8,667.9,0,0.2876712328767123,0.21901605176035246,3400,661.8499999999999
9797,0.0,0.15,420,0.3287671232876712,-3.307344472855809,100,0.075
9801,0.0,0.15,233,0.3287671232876712,-2.6141972922958634,200,0.075
9805,0.05,0.35,201,0.3287671232876712,-2.2087321841876992,300,0.19999999999999998
9809,0.05,0.15,1002,0.3287671232876712,-1.9210501117359182,400,0.1
9813,0.0,0.2,8,0.3287671232876712,-1.6979065604217085,500,0.1
9817,0.0,0.2,40,0.3287671232876712,-1.515585003627754,600,0.1
9821,0.0,0.25,71,0.3287671232876712,-1.3614343238004956,700,0.125
9825,0.0,0.25,98,0.3287671232876712,-1.2924414523135441,750,0.125
9829,0.0,0.3,503,0.3287671232876712,-1.227902931175973,800,0.15
9833,0.0,0.35,57,0.3287671232876712,-1.1672783093595382,850,0.175
9837,0.05,0.4,743,0.3287671232876712,-1.1101198955195895,900,0.225
9841,0.15,0.45,800,0.3287671232876712,-1.0560526742493137,950,0.3
9845,0.15,0.5,614,0.3287671232876712,-1.0047593798617633,1000,0.325
9849,0.0,0.45,313,0.3287671232876712,-0.9800667672713917,1025,0.225
9853,0.15,0.5,232,0.3287671232876712,-0.9559692156923313,1050,0.325
9857,0.2,0.5,393,0.3287671232876712,-0.9324387182821371,1075,0.35
9861,0.25,0.65,1335,0.3287671232876712,-0.9094492000574385,1100,0.45
